APN,2012 Final,2013 Final,2014 Final,2015 Final,2016 Final,2017 Final,2018 Final,2019 Final,2020 Final,2021 Final,2022 Final,2023 Final,2024 Final,2025 Final
015-034-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-034-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-034-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-034-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-034-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-034-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-035-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-035-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-035-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-10,3,3,3,3,3,3,3,3,3,3,3,3,3,3
015-061-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-061-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-062-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-063-02,2,2,2,2,2,2,2,2,2,2,2,2,2,2
015-063-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-063-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-063-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-063-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-063-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-063-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-063-17,2,2,2,2,2,2,2,2,2,2,2,2,2,2
015-063-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-063-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-01,3,3,3,3,3,3,3,3,3,3,3,3,3,3
015-064-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-06,2,2,2,2,2,2,2,2,2,2,2,2,2,2
015-064-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-16,2,2,2,2,2,2,2,2,2,2,2,2,2,2
015-064-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-064-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-065-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-04,2,2,2,2,2,2,2,2,2,2,2,2,2,2
015-101-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-101-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-102-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-103-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-104-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-111-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-112-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-112-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-112-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-112-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-112-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-113-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-113-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-114-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-114-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-114-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-151-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-152-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-08,4,4,4,4,4,4,4,4,4,4,4,4,4,4
015-153-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-10,2,2,2,2,2,2,2,2,2,2,2,2,2,2
015-153-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-153-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-154-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-161-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-161-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-161-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-161-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-161-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-161-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-161-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-161-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-161-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-162-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-163-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-163-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-163-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-163-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-163-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-163-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-163-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-163-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-164-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-164-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-164-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-164-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-164-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-164-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-201-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-202-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-202-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-202-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-202-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-202-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-202-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-202-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-202-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-203-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-203-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-203-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-203-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-203-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-203-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-203-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-203-19,2,2,2,2,2,2,2,2,2,2,2,2,2,2
015-203-34,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-204-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-211-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-212-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-213-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-214-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-215-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-215-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-215-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-215-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-215-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-215-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-251-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-252-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-252-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-252-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-252-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-252-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-252-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-252-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-252-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-252-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-253-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-24,2,2,2,2,2,2,2,2,2,2,2,2,2,2
015-254-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-254-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-261-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-261-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-261-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-261-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-261-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-261-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-261-33,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-261-37,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-262-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-262-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-262-05,2,2,2,2,2,2,2,2,2,2,2,2,2,2
015-262-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-262-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-262-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-262-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-262-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-262-17,3,3,3,3,3,3,3,3,3,3,3,3,3,3
015-262-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-262-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-12,0,0,1,1,1,1,1,1,1,1,1,1,1,1
015-263-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-263-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-264-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-265-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-265-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-265-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015-265-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
