"APN","Record Type","DevelopmentRight","LandCapability","IPESScore","CumulativeBankedQuantity","RemainingBankedQuantity","Jurisdiction","LocalPlan","DateBankedOrApproved","HRA","LastUpdated","TransactionNumber","SendingParcel","ReceivingParcel","LandBank","TransactionApprovalDate"
"023-551-015","Allocation Receiving Parcel","Residential Allocation","IPES","915","1",,,,,,"08/26/2021","CSLT-ALLOC-863",,,,"11/10/2020"
"023-551-016","Allocation Receiving Parcel","Residential Allocation","IPES","947","1",,,,,,"10/09/2014","CSLT-ALLOC-191",,,,"01/02/2014"
"023-553-001","Allocation Receiving Parcel","Residential Allocation","IPES","889","1",,,,,,"10/09/2014","CSLT-ALLOC-193",,,,"02/05/2014"
"023-554-007","Allocation Receiving Parcel","Residential Allocation","IPES","972","1",,,,,,"07/29/2021","CSLT-ALLOC-1360",,,,
"023-554-010","Allocation Receiving Parcel","Residential Allocation","IPES","984","1",,,,,,"05/29/2018","CSLT-ALLOC-619",,,,"05/25/2018"
"023-571-005","Allocation Receiving Parcel","Residential Allocation","IPES","966","1",,,,,,"07/20/2022","CSLT-ALLOC-1843",,,,
"023-571-012","Allocation Receiving Parcel","Residential Allocation","IPES","933","1",,,,,,"02/12/2015","CSLT-ALLOC-240",,,,"02/12/2015"
"023-582-011","Allocation Receiving Parcel","Residential Allocation","IPES","984","1",,,,,,"05/29/2018","CSLT-ALLOC-659",,,,"05/25/2018"
"023-602-002","Allocation Receiving Parcel","Residential Allocation","IPES","922","1",,,,,,"10/02/2015","CSLT-ALLOC-280",,,,"10/02/2015"
"023-633-008","Allocation Receiving Parcel","Residential Allocation","IPES","934","1",,,,,,"05/15/2024","CSLT-ALLOC-2363",,,,
"023-646-002","Allocation Receiving Parcel","Residential Allocation","IPES","969","1",,,,,,"12/16/2020","CSLT-ALLOC-1325",,,,"12/16/2020"
"023-654-018","Allocation Receiving Parcel","Residential Allocation","IPES","946","1",,,,,,"05/05/2023","CSLT-ALLOC-2247",,,,
"023-655-012","Allocation Receiving Parcel","Residential Bonus Unit (RBU)","Bailey 7",,"1",,,,,,"06/11/2024","TRPA-ALLOC-2119",,,,"04/19/2023"
"023-681-006","Allocation Receiving Parcel","Residential Allocation","IPES","888","1",,,,,,"10/02/2015","CSLT-ALLOC-281",,,,"10/02/2015"
"023-682-003","Allocation Receiving Parcel","Residential Allocation","IPES","920","1",,,,,,"10/18/2017","CSLT-ALLOC-580",,,,"10/18/2017"
"023-682-004","Allocation Receiving Parcel","Residential Allocation","IPES","920","1",,,,,,"10/02/2015","CSLT-ALLOC-279",,,,"10/02/2015"
"023-683-001","Allocation Receiving Parcel","Residential Allocation","IPES","777","1",,,,,,"08/25/2021","CSLT-ALLOC-1752",,,,
"023-684-005","Allocation Receiving Parcel","Residential Allocation","IPES","818","1",,,,,,"11/18/2022","CSLT-ALLOC-1983",,,,
"023-686-017","Allocation Receiving Parcel","Residential Allocation","IPES","961","1",,,,,,"05/05/2023","CSLT-ALLOC-2268",,,,
"023-691-021","Allocation Receiving Parcel","Residential Allocation","IPES","707","1",,,,,,"05/05/2023","CSLT-ALLOC-2258",,,,
"023-693-002","Allocation Receiving Parcel","Residential Allocation","IPES","954","1",,,,,,"05/29/2018","CSLT-ALLOC-622",,,,"05/25/2018"
"023-693-003","Allocation Receiving Parcel","Residential Allocation","IPES","891","1",,,,,,"03/31/2017","CSLT-ALLOC-335",,,,"09/21/2015"
"023-694-005","Allocation Receiving Parcel","Residential Allocation","IPES","739","1",,,,,,"03/30/2017","CSLT-ALLOC-353",,,,"11/20/2015"
"023-694-007","Allocation Receiving Parcel","Residential Allocation","IPES","788","1",,,,,,"01/10/2025","CSLT-ALLOC-1358",,,,"12/06/2024"
"023-695-012","Allocation Receiving Parcel","Residential Allocation","IPES","946","1",,,,,,"03/08/2023","CSLT-ALLOC-1345",,,,"03/10/2021"
"023-696-008","Allocation Receiving Parcel","Residential Allocation","IPES","902","1",,,,,,"03/30/2017","CSLT-ALLOC-349",,,,"11/10/2015"
"023-734-012","Allocation Receiving Parcel","Residential Allocation","IPES","872","1",,,,,,"08/26/2021","CSLT-ALLOC-903",,,,"07/24/2020"
"023-741-001","Allocation Receiving Parcel","Residential Allocation","IPES","754","1",,,,,,"01/08/2021","CSLT-ALLOC-1362",,,,
"023-741-013","Allocation Receiving Parcel","Residential Allocation","IPES","912","1",,,,,,"04/19/2021","CSLT-ALLOC-1249",,,,
"023-743-011","Allocation Receiving Parcel","Residential Allocation","IPES","922","1",,,,,,"05/05/2023","CSLT-ALLOC-2260",,,,
"023-744-028","Allocation Receiving Parcel","Residential Allocation","IPES","827","1",,,,,,"03/08/2023","CSLT-ALLOC-1747",,,,"09/30/2021"
"023-745-011","Allocation Receiving Parcel","Residential Allocation","IPES","904","1",,,,,,"08/27/2021","CSLT-ALLOC-1248",,,,"07/20/2021"
"023-751-023","Allocation Receiving Parcel","Residential Allocation","IPES","933","1",,,,,,"03/30/2017","CSLT-ALLOC-394",,,,"08/02/2016"
"023-753-004","Allocation Receiving Parcel","Residential Allocation","IPES","912","1",,,,,,"03/08/2023","CSLT-ALLOC-1743",,,,"09/28/2021"
"023-753-008","Allocation Receiving Parcel","Residential Allocation","IPES","932","1",,,,,,"05/29/2018","CSLT-ALLOC-661",,,,"05/25/2018"
"023-772-008","Allocation Receiving Parcel","Residential Allocation","IPES","880","1",,,,,,"07/07/2015","CSLT-ALLOC-245",,,,"05/15/2015"
"023-781-006","Allocation Receiving Parcel","Residential Allocation","IPES","925","1",,,,,,"12/22/2023","CSLT-ALLOC-929",,,,"10/16/2019"
"023-782-016","Allocation Receiving Parcel","Residential Allocation","IPES","833","1",,,,,,"07/26/2022","CSLT-ALLOC-1357",,,,"11/09/2021"
"023-801-011","Allocation Receiving Parcel","Residential Allocation","IPES","866","1",,,,,,"08/26/2021","CSLT-ALLOC-901",,,,"11/16/2020"
"023-891-022","Allocation Receiving Parcel","Residential Allocation","Bailey 7",,"1",,,,,,"10/31/2018","CSLT-ALLOC-147",,,,"06/19/2014"
"023-892-009","Allocation Receiving Parcel","Residential Allocation","IPES","983","1",,,,,,"03/30/2017","CSLT-ALLOC-347",,,,"11/04/2015"
"023-892-018","Allocation Receiving Parcel","Residential Allocation","IPES","929","1",,,,,,"12/11/2017","CSLT-ALLOC-603",,,,"12/11/2017"
"023-902-013","Allocation Receiving Parcel","Residential Allocation","IPES","892","1",,,,,,"03/30/2017","CSLT-ALLOC-350",,,,"11/13/2015"
"023-903-001","Allocation Receiving Parcel","Residential Allocation","IPES","939","1",,,,,,"01/09/2023","CSLT-ALLOC-823",,,,"08/19/2022"
"023-904-008","Allocation Receiving Parcel","Residential Allocation","IPES","885","1",,,,,,"04/20/2023","CSLT-ALLOC-2209",,,,
"025-021-078","Allocation Receiving Parcel","Residential Allocation","IPES","817","1",,,,,,"02/06/2024","CSLT-ALLOC-2254",,,,"05/20/2013"
"025-021-081","Allocation Receiving Parcel","Residential Allocation","IPES","809","1",,,,,,"02/19/2021","CSLT-ALLOC-1055",,,,"02/19/2021"
"025-041-023","Allocation Receiving Parcel","Residential Bonus Unit (RBU)","Bailey 7",,"19",,,,,,"06/11/2024","TRPA-ALLOC-1871",,,,"05/17/2023"
"025-041-023","Allocation Receiving Parcel","Residential Bonus Unit (RBU)","Bailey 7",,"21",,,,,,"06/11/2024","TRPA-ALLOC-1872",,,,
"025-041-023","Allocation Receiving Parcel","Residential Bonus Unit (RBU)","Bailey 7",,"1",,,,,,"12/08/2023","TRPA-ALLOC-2010",,,,"05/17/2023"
"025-041-023","Allocation Receiving Parcel","Residential Bonus Unit (RBU)","Bailey 7",,"1",,,,,,"06/11/2024","TRPA-ALLOC-2274",,,,"05/17/2023"
"025-071-020","Allocation Receiving Parcel","Residential Allocation","Bailey 4",,"1",,,,,,"10/02/2015","CSLT-ALLOC-282",,,,"10/02/2015"
"025-201-008","Allocation Receiving Parcel","Residential Allocation","IPES","982","1",,,,,,"03/04/2022","CSLT-ALLOC-1762",,,,
"025-201-008","Allocation Receiving Parcel","Residential Allocation","IPES","982","1",,,,,,"04/08/2022","CSLT-ALLOC-1764",,,,
"025-211-003","Allocation Receiving Parcel","Residential Allocation","IPES","909","1",,,,,,"12/29/2023","CSLT-ALLOC-2233",,,,"08/11/2022"
"025-223-004","Allocation Receiving Parcel","Residential Allocation","IPES","941","1",,,,,,"10/09/2014","CSLT-ALLOC-203",,,,"08/22/2014"
"025-223-008","Allocation Receiving Parcel","Residential Allocation","IPES","901","1",,,,,,"06/04/2024","CSLT-ALLOC-2548",,,,
"025-224-015","Allocation Receiving Parcel","Residential Allocation","IPES","952","1",,,,,,"10/09/2014","CSLT-ALLOC-196",,,,"02/24/2014"
"025-225-016","Allocation Receiving Parcel","Residential Allocation","IPES","855","1",,,,,,"10/09/2014","CSLT-ALLOC-199",,,,"08/12/2014"
"025-226-003","Allocation Receiving Parcel","Residential Allocation","IPES","940","1",,,,,,"01/10/2025","CSLT-ALLOC-1737",,,,"11/25/2024"
"025-231-014","Allocation Receiving Parcel","Residential Allocation","IPES","947","1",,,,,,"05/05/2023","CSLT-ALLOC-2259",,,,
"025-252-004","Allocation Receiving Parcel","Residential Allocation","IPES","764","1",,,,,,"05/07/2019","TRPA-ALLOC-746",,,,"08/23/2018"
"025-252-004","Allocation Receiving Parcel","Residential Allocation","IPES","764","1",,,,,,"05/07/2019","TRPA-ALLOC-747",,,,"08/23/2018"
"025-261-009","Allocation Receiving Parcel","Residential Allocation","IPES","965","1",,,,,,"01/31/2022","CSLT-ALLOC-1739",,,,
"025-261-013","Allocation Receiving Parcel","Residential Allocation","IPES","756","1",,,,,,"02/12/2015","CSLT-ALLOC-237",,,,"12/03/2014"
"025-262-004","Allocation Receiving Parcel","Residential Allocation","IPES","843","1",,,,,,"12/29/2023","CSLT-ALLOC-822",,,,"05/20/2020"
"025-262-006","Allocation Receiving Parcel","Residential Allocation","IPES","794","1",,,,,,"01/10/2025","CSLT-ALLOC-2149",,,,"11/25/2024"
"025-263-008","Allocation Receiving Parcel","Residential Allocation","IPES","762","1",,,,,,"05/03/2021","CSLT-ALLOC-1351",,,,
"025-264-009","Allocation Receiving Parcel","Residential Allocation","IPES","788","1",,,,,,"05/05/2023","CSLT-ALLOC-2253",,,,
"025-271-030","Allocation Receiving Parcel","Residential Allocation","IPES","750","1",,,,,,"01/21/2021","EDCCA-ALLOC-1408",,,,"06/13/2018"
"025-282-018","Allocation Receiving Parcel","Residential Allocation","IPES","896","1",,,,,,"05/03/2023","CSLT-ALLOC-2235",,,,
"025-282-018","Allocation Receiving Parcel","Residential Allocation","IPES","896","1",,,,,,"08/12/2024","CSLT-ALLOC-2364",,,,
"025-291-010","Allocation Receiving Parcel","Residential Allocation","IPES","983","1",,,,,,"12/16/2021","CSLT-ALLOC-996",,,,"11/16/2021"
"025-293-001","Allocation Receiving Parcel","Residential Allocation","IPES","932","1",,,,,,"05/29/2018","CSLT-ALLOC-658",,,,"05/25/2018"
"025-303-002","Allocation Receiving Parcel","Residential Allocation","IPES","1015","1",,,,,,"08/03/2021","EDCCA-ALLOC-1720",,,,
"025-303-003","Allocation Receiving Parcel","Residential Allocation","IPES","990","1",,,,,,"03/29/2019","EDCCA-ALLOC-743",,,,"08/30/2018"
"025-312-021","Allocation Receiving Parcel","Residential Allocation","IPES","903","1",,,,,,"11/02/2018","EDCCA-ALLOC-569",,,,"10/16/2017"
"025-321-001","Allocation Receiving Parcel","Residential Allocation","IPES","669","1",,,,,,"02/19/2021","CSLT-ALLOC-1064",,,,"02/19/2021"
"025-331-013","Allocation Receiving Parcel","Residential Allocation","IPES","918","1",,,,,,"10/05/2021","EDCCA-ALLOC-1791",,,,
"025-342-017","Allocation Receiving Parcel","Residential Allocation","IPES","655","1",,,,,,"10/20/2017","EDCCA-ALLOC-592",,,,"10/20/2017"
"025-352-009","Allocation Receiving Parcel","Residential Allocation","IPES","835","1",,,,,,"10/17/2017","EDCCA-ALLOC-572",,,,"10/17/2017"
"025-354-008","Allocation Receiving Parcel","Residential Allocation","IPES","679","1",,,,,,"01/21/2021","EDCCA-ALLOC-1401",,,,"06/06/2018"
"025-354-015","Allocation Receiving Parcel","Residential Allocation","IPES","957","1",,,,,,"04/25/2022","EDCCA-ALLOC-1973",,,,
"025-373-001","Allocation Receiving Parcel","Residential Allocation","IPES","805","1",,,,,,"05/05/2023","CSLT-ALLOC-2245",,,,
"025-374-003","Allocation Receiving Parcel","Residential Allocation","IPES","830","1",,,,,,"01/29/2020","CSLT-ALLOC-975",,,,
"025-374-003","Allocation Receiving Parcel","Residential Allocation","IPES","830","1",,,,,,"03/23/2020","CSLT-ALLOC-1115",,,,
"025-375-032","Allocation Receiving Parcel","Residential Allocation","IPES","868","1",,,,,,"06/09/2021","CSLT-ALLOC-1356",,,,
"025-394-012","Allocation Receiving Parcel","Residential Allocation","IPES","758","1",,,,,,"10/09/2014","CSLT-ALLOC-186",,,,"09/05/2013"
"025-395-011","Allocation Receiving Parcel","Residential Allocation","IPES","841","1",,,,,,"12/03/2024","CSLT-ALLOC-2634",,,,
"025-401-010","Allocation Receiving Parcel","Residential Allocation","IPES","728","1",,,,,,"10/09/2014","CSLT-ALLOC-188",,,,"11/19/2013"
"025-432-020","Allocation Receiving Parcel","Residential Allocation","IPES","650","1",,,,,,"01/27/2017","EDCCA-ALLOC-456",,,,"01/27/2017"
"025-451-029","Allocation Receiving Parcel","Residential Allocation","IPES","841","1",,,,,,"01/27/2017","EDCCA-ALLOC-503",,,,"01/27/2017"
"025-542-008","Allocation Receiving Parcel","Residential Allocation","IPES","865","1",,,,,,"03/26/2018","CSLT-ALLOC-459",,,,"01/27/2017"
"025-544-001","Allocation Receiving Parcel","Residential Allocation","IPES","796","1",,,,,,"08/26/2021","CSLT-ALLOC-925",,,,"10/05/2020"
"025-544-010","Allocation Receiving Parcel","Residential Allocation","IPES","814","1",,,,,,"10/09/2014","CSLT-ALLOC-200",,,,"09/22/2014"
"025-552-011","Allocation Receiving Parcel","Residential Allocation","IPES","813","1",,,,,,"05/29/2018","CSLT-ALLOC-662",,,,"05/25/2018"
"025-580-002","Allocation Receiving Parcel","Residential Allocation","IPES","909","1",,,,,,"05/04/2023","CSLT-ALLOC-2238",,,,
"025-591-007","Allocation Receiving Parcel","Residential Allocation","IPES","956","1",,,,,,"10/13/2020","EDCCA-ALLOC-1296",,,,"06/16/2020"
"025-592-012","Allocation Receiving Parcel","Residential Allocation","IPES","936","1",,,,,,"03/30/2017","EDCCA-ALLOC-403",,,,"08/03/2016"
"025-643-011","Allocation Receiving Parcel","Residential Allocation","IPES","773","1",,,,,,"03/12/2018","EDCCA-ALLOC-220",,,,"09/17/2014"
"025-644-001","Allocation Receiving Parcel","Residential Allocation","IPES","753","1",,,,,,"12/13/2017","EDCCA-ALLOC-236",,,,"11/17/2014"
"025-651-001","Allocation Receiving Parcel","Residential Allocation","IPES","818","1",,,,,,"01/21/2021","EDCCA-ALLOC-1433",,,,"11/13/2012"
"025-654-001","Allocation Receiving Parcel","Residential Allocation","IPES","792","1",,,,,,"01/21/2021","EDCCA-ALLOC-1418",,,,"06/06/2012"
"025-670-021","Allocation Receiving Parcel","Residential Allocation","IPES","905","1",,,,,,"12/28/2023","CSLT-ALLOC-1089",,,,"08/19/2020"
"025-670-034","Allocation Receiving Parcel","Residential Allocation","IPES","852","1",,,,,,"05/05/2023","CSLT-ALLOC-2264",,,,
"025-681-014","Allocation Receiving Parcel","Residential Allocation","IPES","1005","1",,,,,,"10/09/2014","CSLT-ALLOC-201",,,,"09/17/2014"
"025-682-004","Allocation Receiving Parcel","Residential Allocation","IPES","1006","1",,,,,,"05/24/2023","CSLT-ALLOC-2267",,,,"08/24/2012"
"025-721-009","Allocation Receiving Parcel","Residential Allocation","IPES","784","1",,,,,,"03/29/2019","EDCCA-ALLOC-712",,,,"08/29/2018"
"025-734-007","Allocation Receiving Parcel","Residential Allocation","IPES","800","1",,,,,,"01/28/2020","EDCCA-ALLOC-1097",,,,
"025-742-007","Allocation Receiving Parcel","Residential Allocation","IPES","980","1",,,,,,"10/02/2015","EDCCA-ALLOC-276",,,,"10/02/2015"
"025-742-011","Allocation Receiving Parcel","Residential Allocation","IPES","956","1",,,,,,"01/21/2021","EDCCA-ALLOC-1420",,,,"06/05/2012"
"025-742-017","Allocation Receiving Parcel","Residential Allocation","IPES","787","1",,,,,,"01/11/2021","EDCCA-ALLOC-1365",,,,"01/13/2016"
"025-743-005","Allocation Receiving Parcel","Residential Allocation","IPES","874","1",,,,,,"11/23/2020","EDCCA-ALLOC-1306",,,,"01/08/2020"
"025-743-015","Allocation Receiving Parcel","Residential Allocation","IPES","1004","1",,,,,,"08/27/2021","EDCCA-ALLOC-1095",,,,"09/20/2020"
"025-755-018","Allocation Receiving Parcel","Residential Allocation","IPES","991","1",,,,,,"07/12/2021","EDCCA-ALLOC-1715",,,,
"025-757-010","Allocation Receiving Parcel","Residential Allocation","IPES","839","1",,,,,,"10/05/2021","EDCCA-ALLOC-1796",,,,
"025-770-004","Allocation Receiving Parcel","Residential Allocation","IPES","696","1",,,,,,"10/09/2014","CSLT-ALLOC-190",,,,"12/20/2013"
"025-791-002","Allocation Receiving Parcel","Residential Allocation","IPES","904","1",,,,,,"10/12/2017","EDCCA-ALLOC-554",,,,"10/12/2017"
"025-792-034","Allocation Receiving Parcel","Residential Allocation","IPES","928","1",,,,,,"10/09/2014","EDCCA-ALLOC-213",,,,"06/20/2014"
"025-801-005","Allocation Receiving Parcel","Residential Allocation","IPES","941","1",,,,,,"01/21/2021","EDCCA-ALLOC-1422",,,,"07/11/2012"
"025-803-002","Allocation Receiving Parcel","Residential Allocation","IPES","910","1",,,,,,"10/02/2015","EDCCA-ALLOC-260",,,,"07/06/2015"
"025-803-009","Allocation Receiving Parcel","Residential Allocation","IPES","693","1",,,,,,"10/17/2017","EDCCA-ALLOC-574",,,,"10/17/2017"
"025-804-003","Allocation Receiving Parcel","Residential Allocation","IPES","877","1",,,,,,"10/09/2014","EDCCA-ALLOC-212",,,,"08/14/2014"
"025-812-015","Allocation Receiving Parcel","Residential Allocation","IPES","1000","1",,,,,,"10/02/2015","EDCCA-ALLOC-269",,,,"10/02/2015"
"025-812-025","Allocation Receiving Parcel","Residential Allocation","IPES","861","1",,,,,,"06/16/2014","EDCCA-ALLOC-140",,,,"06/16/2014"
"025-821-017","Allocation Receiving Parcel","Residential Allocation","IPES","940","1",,,,,,"10/17/2017","EDCCA-ALLOC-578",,,,"10/17/2017"
"025-831-032","Allocation Receiving Parcel","Residential Allocation","IPES","606","1",,,,,,"03/29/2019","TRPA-ALLOC-771",,,,"12/11/2018"
"025-832-003","Allocation Receiving Parcel","Residential Allocation","IPES","893","1",,,,,,"10/17/2017","EDCCA-ALLOC-579",,,,"10/17/2017"
"025-833-003","Allocation Receiving Parcel","Residential Allocation","IPES","918","1",,,,,,"01/12/2021","EDCCA-ALLOC-1385",,,,"05/12/2014"
"026-031-012","Allocation Receiving Parcel","Residential Allocation","IPES","877","1",,,,,,"04/24/2023","CSLT-ALLOC-1847",,,,
"026-037-001","Allocation Receiving Parcel","Residential Allocation","Bailey 7",,"1",,,,,,"05/05/2023","CSLT-ALLOC-2271",,,,
"026-038-008","Allocation Receiving Parcel","Residential Allocation","IPES","825","1",,,,,,"05/29/2018","CSLT-ALLOC-663",,,,"05/25/2018"
"026-050-005","Allocation Receiving Parcel","Persons-at-one-time (PAOT)","Bailey 7",,"211",,,,,,"05/09/2022","TRPA-ALLOC-1885",,,,
"026-061-006","Allocation Receiving Parcel","Residential Allocation","IPES","793","1",,,,,,"10/27/2022","CSLT-ALLOC-2038",,,,
"026-061-007","Allocation Receiving Parcel","Residential Allocation","IPES","739","1",,,,,,"03/30/2017","CSLT-ALLOC-351",,,,"11/19/2015"
"026-061-013","Allocation Receiving Parcel","Residential Allocation","Bailey 7",,"1",,,,,,"01/18/2023","CSLT-ALLOC-1084",,,,"08/12/2022"
"026-061-05","Allocation Receiving Parcel","Residential Allocation","IPES","762","1",,,,,,"03/30/2017","CSLT-ALLOC-348",,,,"11/06/2015"
"026-064-006","Allocation Receiving Parcel","Residential Allocation","IPES","820","1",,,,,,"05/05/2023","CSLT-ALLOC-2263",,,,
"026-067-015","Allocation Receiving Parcel","Residential Allocation","IPES","881","1",,,,,,"05/05/2023","CSLT-ALLOC-2269",,,,
"026-068-010","Allocation Receiving Parcel","Residential Allocation","IPES","859","1",,,,,,"06/27/2017","CSLT-ALLOC-535",,,,"06/27/2017"
"026-068-010","Allocation Receiving Parcel","Residential Allocation","IPES","859","1",,,,,,"06/27/2017","CSLT-ALLOC-536",,,,"06/27/2017"
"026-068-018","Allocation Receiving Parcel","Residential Allocation","IPES","884","1",,,,,,"06/27/2017","CSLT-ALLOC-537",,,,"06/27/2017"
"026-068-018","Allocation Receiving Parcel","Residential Allocation","IPES","884","1",,,,,,"06/27/2017","CSLT-ALLOC-538",,,,"06/27/2017"
"026-073-023","Allocation Receiving Parcel","Residential Allocation","IPES","848","1",,,,,,"08/27/2021","CSLT-ALLOC-1044",,,,"07/15/2021"
"026-073-026","Allocation Receiving Parcel","Residential Allocation","IPES","848","1",,,,,,"05/29/2018","CSLT-ALLOC-620",,,,"05/25/2018"
"026-074-003","Allocation Receiving Parcel","Residential Allocation","IPES","848","1",,,,,,"12/13/2023","CSLT-ALLOC-1761",,,,"02/17/2023"
