,File_Number,APN,Deed_Restriction_Type,Units,Date_Type,LTinfo_Transaction_ID,LTInfo_Deed_Restriction,DR_Desc,Center,Notes,Issued Date,Acknowledged Date,Pre-Grade Date,Finaled Date,RecordingNumber,RecordingDate,Description,DeedRestrictionStatus,DeedRestrictionType,ProjectAreaFileNumber,_merge
58,ERSP2018-0100-01,094-090-063,Moderate,8.0,Constructed,TRPA-ALLOC-682,2019-0029986-00,"Recorded in Placer County, CA. Amended and restated deed restriction against APN 094-090-063 and recorded deed restriction #2018-0068917-00 dated 9/24/2018. The project has been revised to a total of ten (10) residential apartment units, eight (8) of which shall always be moderate income housing and two (2) will be market rate residential units. This amended and restated deed restriction reiterates and replaces the previous deed restriction (#2018-0068917-00 dated 9/24/2018) in its entirety. Moderate income housing is defined as: Deed restricted as a residential dwelling by permanent residents with an income not in excess of 120 percent of the respective county's median income. Such housing units shall be made available for rental or sale at a cost that does not exceed the recommended state and federal standards. Each county's median income will be determined according to the income limits published annually by the Department of Housing and Urban Development.",Local Jurisdiction Pool,Tahoe City Marina project. Multiple revisions,2018-08-31,2018-09-26,2018-10-09,2020-12-08,2019-0029986-00,05/09/2019,"Recorded in Placer County, CA. Amended and restated deed restriction against APN 094-090-063 and recorded deed restriction #2018-0068917-00 dated 9/24/2018. The project has been revised to a total of ten (10) residential apartment units, eight (8) of which shall always be moderate income housing and two (2) will be market rate residential units. This amended and restated deed restriction reiterates and replaces the previous deed restriction (#2018-0068917-00 dated 9/24/2018) in its entirety. Moderate income housing is defined as: Deed restricted as a residential dwelling by permanent residents with an income not in excess of 120 percent of the respective county's median income. Such housing units shall be made available for rental or sale at a cost that does not exceed the recommended state and federal standards. Each county's median income will be determined according to the income limits published annually by the Department of Housing and Urban Development. ",Recorded,Moderate Income Housing,,both
59,ERSP2023-1200,094-122-023,Achievable,1.0,"Permitted, Not Constructed",TRPA-ALLOC-2347,,,Non-Center,,2023-12-06,,,,,,,,,,left_only
60,ERSP2021-1742,094-213-003,Achievable,1.0,Constructed,TRPA-ALLOC-1884,2022-0077968-00,APN 094-213-003 has received approval from TRPA to construct an accessory dwelling unit which shall be permanently deed restricted as an Achievable Area Median Income Housing unit and shall not be used as a vacation rental. Submission of an annual compliance report to TRPA is required.,Non-Center,,2022-03-21,2022-10-20,2022-10-20,2022-10-20,2022-0077968-00,10/18/2022,APN 094-213-003 has received approval from TRPA to construct an accessory dwelling unit which shall be permanently deed restricted as an Achievable Area Median Income Housing unit and shall not be used as a vacation rental. Submission of an annual compliance report to TRPA is required.,Recorded,Achievable Housing,ERSP2021-1742,both
61,CEPP2014-0636,097-130-044,Affordable,12.0,"Permitted, Not Constructed",TRPA-ALLOC-1270,,,Non-Center,Homewood; Multiple revisions,2014-11-16,2019-08-19,,,,,,,,,left_only
62,ERSP2020-1952,097-161-004,Achievable,1.0,Constructed,TRPA-ALLOC-1721,2021-0086970-00,APN 097-161-004 has received approval from TRPA to construct an accessory dwelling unit subject to a special condition that one of the two residential units on the parcel be permanently deed restricted as an Achievable Area Median Income Housing unit and shall not be used as a vacation rental. Submission of an annual compliance report to TRPA is required.,Non-Center,"Reviewed at Placer, file TRP20-90156",2021-06-29,2021-07-20,2022-05-20,2022-09-02,2021-0086970-00,07/07/2021,APN 097-161-004 has received approval from TRPA to construct an accessory dwelling unit subject to a special condition that one of the two residential units on the parcel be permanently deed restricted as an Achievable Area Median Income Housing unit and shall not be used as a vacation rental. Submission of an annual compliance report to TRPA is required.,Recorded,Achievable Housing,ERSP2020-1952,both
63,ERSP2023-0701,098-191-018,Achievable,1.0,"Permitted, Not Constructed",TRPA-ALLOC-2348,,,Non-Center,,2024-01-25,,,,,,,,,,left_only
64,ERSP2021-0366,111-100-028,Achievable,1.0,"Permitted, Not Constructed",TRPA-ALLOC-1888,,,Non-Center,,2022-07-08,,,,,,,,,,left_only
65,ERSP2021-1944,116-050-020,Achievable,1.0,"Permitted, Not Constructed",TRPA-ALLOC-1860,,,Non-Center,,2022-02-13,2022-07-12,,,,,,,,,left_only
66,ERSP2020-1404-01,117-071-044,Achievable,4.0,"Permitted, Not Constructed",TRPA-ALLOC-150,2022-0065123-00,"APN 117-071-044 (now APN 117-071-054) received approval from TRPA on February 14, 2022 (TRPA File No. ERSP2020-1404-01) to construct a single structure containing four (4) residential units, subject to a special condition that all of the four residential units shall be permanently deed restricted as Achievable Area Median Income housing units and shall not be used as vacation rentals. See recorded deed restriction for formula for calculating Placer County's achievable area median income percentage. An annual compliance report must be submitted to TRPA.",Local Jurisdiction Pool,"Original file was ERSP2017-0273, then ERSP2020-1404. Parcel 117-071-015 is now 117-071-053. Four achievable unit are to be constructed on 117-071-044",2022-02-14,2022-08-22,,,2022-0065123-00,08/18/2022,"APN 117-071-044 (now APN 117-071-054) received approval from TRPA on February 14, 2022 (TRPA File No. ERSP2020-1404-01) to construct a single structure containing four (4) residential units, subject to a special condition that all of the four residential units shall be permanently deed restricted as Achievable Area Median Income housing units and shall not be used as vacation rentals. See recorded deed restriction for formula for calculating Placer County's achievable area median income percentage. An annual compliance report must be submitted to TRPA.",Recorded,Achievable Housing,ERSP2020-1404-01,both
67,ERSP2022-2016,117-100-088,Achievable,1.0,"Permitted, Not Constructed",TRPA-ALLOC-2144,2023-0018707-00,One residential unit on APN 117-100-088 shall be permanently restricted to Achievable Area Median Income Housing and shall not be used as a vacation rental.,Non-Center,,2023-05-05,,,,2023-0018707-00,04/11/2023,One residential unit on APN 117-100-088 shall be permanently restricted to Achievable Area Median Income Housing and shall not be used as a vacation rental.,Recorded,Achievable Housing,ERSP2022-2016,both
68,CEPP2014-0138-01,123-052-02,Affordable,24.0,"Permitted, Not Constructed",TRPA-ALLOC-1269,,,Non-Center,Boulder Bay; Multiple revisions,2023-04-26,,,,,,,,,,left_only
69,ERSP2014-0375-03,1318-22-002-006,Moderate,5.0,Constructed,,2019-930661,"APN 1318-22-002-006 (149 Kahle Drive) contains a 37-unit apartment complex known as the Nevada Royale Apartments. To satisfy condition 4.B of TRPA permit ERSP2014-0375-01, five (5) of the residential units on the Kahle Drive property shall be permanently restricted to moderate income housing. 
",OLD,"Five of the Existing Nevada Royale Apartments were deed-restricted to moderate income as a condition of approval for the Beach Club,  TRPA permit ERSP2014-0375-01",2018-08-09,2018-08-09,2018-08-09,2018-08-09,2019-930661,06/20/2019,"Recorded in Douglas County, NV. 

APNs 1318-22-002-042 & -043 (171 & 173 Faris Court) contain an 11-unit apartment complex. To satisfy condition 4.B of TRPA permit ERSP2014-0375-01, ten (10) of the residential units on the Faris Court property shall be permanently restricted to moderate income housing. 

APN 1318-22-002-006 (149 Kahle Drive) contains a 37-unit apartment complex known as the Nevada Royale Apartments. To satisfy condition 4.B of TRPA permit ERSP2014-0375-01, five (5) of the residential units on the Kahle Drive property shall be permanently restricted to moderate income housing. 

Moderate income housing is defined as income not in excess of 120 percent of the county's median income and shall be made available for rental or sale at a cost that does not exceed the recommended state & federal standards. 

This deed restriction was recorded to correct document #2019-927789 and is correcting the fact that document 2019-927789 was recorded as one document and should have been recorded as two separate documents. (Reference: TRPA permit #ERSP2014-0375-01)",Recorded,Moderate Income Housing,,both
70,ERSP2014-0375-03,1318-22-002-007,Affordable,39.0,Constructed,,2017-904849,"Recorded in Douglas County, NV. APN 1318-22-002-007 (172 Michelle Drive) contains a 39-unit apartment complex known as the Aspen Grove Apartments. To satisfy condition 1.C of TRPA permit ERSP2014-0375-01, all thirty-nine (39) of the residential units on the 172 Michelle Drive property shall be permanently restricted exclusively for affordable income housing. Affordable housing is defined as lower income (not in excess of 80 percent of the county's median income). Each county’s median income shall be determined according to the income limits published annually by the Department of Housing and Urban Development. For multi-person dwellings, the affordable housing determination shall be made using each resident’s income and not the collective income of the dwelling (TRPA Code of Ordinances Section 90.2). (Reference: TRPA Permit #ERSP2014-0375-01)",OLD,"Existing Aspen Grove Apartments was deed-restricted to affordable as a condition of approval for the Beach Club,  TRPA permit ERSP2014-0375-01",2018-08-09,2018-08-09,2018-08-09,2018-08-09,2017-904849,09/27/2017,"Recorded in Douglas County, NV. APN 1318-22-002-007 (172 Michelle Drive) contains a 39-unit apartment complex known as the Aspen Grove Apartments. To satisfy condition 1.C of TRPA permit ERSP2014-0375-01, all thirty-nine (39) of the residential units on the 172 Michelle Drive property shall be permanently restricted exclusively for affordable income housing. Affordable housing is defined as lower income (not in excess of 80 percent of the county's median income). Each county’s median income shall be determined according to the income limits published annually by the Department of Housing and Urban Development. For multi-person dwellings, the affordable housing determination shall be made using each resident’s income and not the collective income of the dwelling (TRPA Code of Ordinances Section 90.2). (Reference: TRPA Permit #ERSP2014-0375-01)",Recorded,Affordable Housing,,both
71,ERSP2014-0375-03,1318-22-002-042,Moderate,10.0,Constructed,,2019-930661,"APNs 1318-22-002-042 & -043 (171 & 173 Faris Court) contain an 11-unit apartment complex. To satisfy condition 4.B of TRPA permit ERSP2014-0375-01, ten (10) of the residential units on the Faris Court property shall be permanently restricted to moderate income housing. 
orded as one document and should have been recorded as two separate documents. (Reference: TRPA permit #ERSP2014-0375-01)",OLD,"Existing Faris Apartments was deed-restricted to moderate income as a condition of approval for the Beach Club,  TRPA permit ERSP2014-0375-01",2018-08-09,2018-08-09,2018-08-09,2018-08-09,2019-930661,06/20/2019,"Recorded in Douglas County, NV. 

APNs 1318-22-002-042 & -043 (171 & 173 Faris Court) contain an 11-unit apartment complex. To satisfy condition 4.B of TRPA permit ERSP2014-0375-01, ten (10) of the residential units on the Faris Court property shall be permanently restricted to moderate income housing. 

APN 1318-22-002-006 (149 Kahle Drive) contains a 37-unit apartment complex known as the Nevada Royale Apartments. To satisfy condition 4.B of TRPA permit ERSP2014-0375-01, five (5) of the residential units on the Kahle Drive property shall be permanently restricted to moderate income housing. 

Moderate income housing is defined as income not in excess of 120 percent of the county's median income and shall be made available for rental or sale at a cost that does not exceed the recommended state & federal standards. 

This deed restriction was recorded to correct document #2019-927789 and is correcting the fact that document 2019-927789 was recorded as one document and should have been recorded as two separate documents. (Reference: TRPA permit #ERSP2014-0375-01)",Recorded,Moderate Income Housing,,both
