APN,RecordType,DevelopmentRight,LandCapability,IPESScore,CumulativeBankedQuantity,RemainingBankedQuantity,LastUpdated,TransactionNumber,TransactionApprovalDate,SendingParcel,ReceivingParcel,AccelaID,JurisdictionPermitNumber,LandCapabilityCategory,JURISDICTION,PLAN_ID,PLAN_NAME,ZONING_ID,ZONING_DESCRIPTION,TOWN_CENTER,LOCATION_TO_TOWNCENTER,TAZ,WITHIN_BONUSUNIT_BNDY,WITHIN_TRPA_BNDY,LOCAL_PLAN_HYPERLINK,LTINFO_HYPERLINK,PARCEL_ACRES,PARCEL_SQFT,SHAPE
032-291-029,Transfer Receiving Parcel,Potential Residential Unit of Use (PRUU),7,,1,,03/06/2025,TRPA-TRF-2661,03/05/2025,014-303-002,,TRAN2024-0995,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-029,0.64140526,27940,"{'rings': [[[759526.7848155238, 4311084.514603738], [759470.6928247586, 4311054.396908697], [759451.4652279234, 4311083.693703873], [759501.045419761, 4311123.651997296], [759526.7848155238, 4311084.514603738]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-291-029,Transfer Receiving Parcel,Potential Residential Unit of Use (PRUU),7,,1,,03/06/2025,TRPA-TRF-2662,03/05/2025,025-643-005,,TRAN2024-0995,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-029,0.64140526,27940,"{'rings': [[[759526.7848155238, 4311084.514603738], [759470.6928247586, 4311054.396908697], [759451.4652279234, 4311083.693703873], [759501.045419761, 4311123.651997296], [759526.7848155238, 4311084.514603738]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-291-029,Transfer Receiving Parcel,Potential Residential Unit of Use (PRUU),7,,1,,03/06/2025,TRPA-TRF-2663,03/05/2025,025-644-005,,TRAN2024-0995,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-029,0.64140526,27940,"{'rings': [[[759526.7848155238, 4311084.514603738], [759470.6928247586, 4311054.396908697], [759451.4652279234, 4311083.693703873], [759501.045419761, 4311123.651997296], [759526.7848155238, 4311084.514603738]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-291-029,Transfer Receiving Parcel,Potential Residential Unit of Use (PRUU),7,,1,,03/06/2025,TRPA-TRF-2664,03/05/2025,025-734-004,,TRAN2024-0995,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-029,0.64140526,27940,"{'rings': [[[759526.7848155238, 4311084.514603738], [759470.6928247586, 4311054.396908697], [759451.4652279234, 4311083.693703873], [759501.045419761, 4311123.651997296], [759526.7848155238, 4311084.514603738]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-291-029,Transfer Receiving Parcel,Potential Residential Unit of Use (PRUU),7,,1,,03/06/2025,TRPA-TRF-2665,03/05/2025,025-734-006,,TRAN2024-0995,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-029,0.64140526,27940,"{'rings': [[[759526.7848155238, 4311084.514603738], [759470.6928247586, 4311054.396908697], [759451.4652279234, 4311083.693703873], [759501.045419761, 4311123.651997296], [759526.7848155238, 4311084.514603738]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-291-029,Transfer Receiving Parcel,Potential Residential Unit of Use (PRUU),7,,1,,03/06/2025,TRPA-TRF-2666,03/05/2025,025-744-004,,TRAN2024-0995,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-029,0.64140526,27940,"{'rings': [[[759526.7848155238, 4311084.514603738], [759470.6928247586, 4311054.396908697], [759451.4652279234, 4311083.693703873], [759501.045419761, 4311123.651997296], [759526.7848155238, 4311084.514603738]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-291-031,Transfer Receiving Parcel,Coverage (hard),7,,10198,,11/08/2022,TRPA-TRF-2020,10/14/2022,033-050-006,,TRAN2022-0933,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-031,1.57584278,68644,"{'rings': [[[759554.4599109683, 4311189.574786443], [759555.3846108159, 4311160.688591199], [759513.2949177446, 4311133.010995755], [759458.248526807, 4311216.812581958], [759512.9043178093, 4311252.785276037], [759554.4599109683, 4311189.574786443]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-313-015,Transfer Receiving Parcel,Restoration Credit,7,,916,,02/26/2025,TRPA-TRF-2688,11/14/2024,036-571-007,,CORR2025-0244,CORR2025-0244,Non-Sensitive,CSLT,113,SOUTH Y INDUSTRIAL TRACT CP,113,South Y Industrial Tract Cp,,Outside Buffer,158,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/SouthYIndustrialTractCP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-313-015,0.45969561,20024,"{'rings': [[[759158.4187761676, 4310486.18460224], [759159.5235759858, 4310461.492006306], [759098.5576860225, 4310458.845406741], [759097.1589862527, 4310489.251101736], [759158.1579762101, 4310491.975501288], [759158.4187761676, 4310486.18460224]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-343-005,Transfer Receiving Parcel,Coverage (potential),IPES,525.0,101,,10/14/2020,TRPA-TRF-1282,10/13/2020,033-305-002,,TRAN2020-1000,TRAN2020-1000,Sensitive,EL,131,ANGORA HIGHLANDS,131,Angora Highlands,,Outside Buffer,202,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/131.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-343-005,0.28925247,12600,"{'rings': [[[757222.3230949035, 4309903.562298156], [757191.1316000381, 4309869.332803791], [757173.1120030051, 4309885.757401088], [757206.5634974977, 4309922.489295041], [757222.3230949035, 4309903.562298156]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-343-005,Transfer Receiving Parcel,Coverage (potential),IPES,525.0,121,,10/14/2020,TRPA-TRF-1283,10/13/2020,033-494-015,,TRAN2020-0999,TRAN2020-0999,Sensitive,EL,131,ANGORA HIGHLANDS,131,Angora Highlands,,Outside Buffer,202,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/131.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-343-005,0.28925247,12600,"{'rings': [[[757222.3230949035, 4309903.562298156], [757191.1316000381, 4309869.332803791], [757173.1120030051, 4309885.757401088], [757206.5634974977, 4309922.489295041], [757222.3230949035, 4309903.562298156]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-343-005,Transfer Receiving Parcel,Coverage (potential),IPES,525.0,60,,10/14/2020,TRPA-TRF-1284,10/13/2020,035-294-002,,TRAN2020-0998,TRAN2020-0998,Sensitive,EL,131,ANGORA HIGHLANDS,131,Angora Highlands,,Outside Buffer,202,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/131.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-343-005,0.28925247,12600,"{'rings': [[[757222.3230949035, 4309903.562298156], [757191.1316000381, 4309869.332803791], [757173.1120030051, 4309885.757401088], [757206.5634974977, 4309922.489295041], [757222.3230949035, 4309903.562298156]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-343-005,Transfer Receiving Parcel,Coverage (potential),IPES,525.0,103,,10/14/2020,TRPA-TRF-1285,10/13/2020,033-305-004,,TRAN2020-0997,TRAN2020-0887,Sensitive,EL,131,ANGORA HIGHLANDS,131,Angora Highlands,,Outside Buffer,202,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/131.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-343-005,0.28925247,12600,"{'rings': [[[757222.3230949035, 4309903.562298156], [757191.1316000381, 4309869.332803791], [757173.1120030051, 4309885.757401088], [757206.5634974977, 4309922.489295041], [757222.3230949035, 4309903.562298156]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-343-005,Transfer Receiving Parcel,Coverage (potential),IPES,525.0,79,,10/14/2020,TRPA-TRF-1286,10/13/2020,034-791-002,,TRAN2020-0996,TRAN2020-0996,Sensitive,EL,131,ANGORA HIGHLANDS,131,Angora Highlands,,Outside Buffer,202,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/131.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-343-005,0.28925247,12600,"{'rings': [[[757222.3230949035, 4309903.562298156], [757191.1316000381, 4309869.332803791], [757173.1120030051, 4309885.757401088], [757206.5634974977, 4309922.489295041], [757222.3230949035, 4309903.562298156]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-352-006,Transfer Receiving Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,702.0,1,,10/09/2020,TRPA-TRF-1290,09/18/2020,026-075-019,,TRAN2020-0995,,Sensitive,EL,131,ANGORA HIGHLANDS,131,Angora Highlands,,Outside Buffer,202,0,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/131.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-352-006,0.33038052,14391,"{'rings': [[[757080.3633182738, 4309707.255030474], [757078.9013185147, 4309701.482831424], [757078.4617185872, 4309699.838831695], [757078.0230186591, 4309698.118531978], [757077.5847187312, 4309696.3602322675], [757077.298918779, 4309694.603532556], [757077.013018826, 4309692.846832847], [757076.7272188729, 4309691.090133136], [757076.4414189197, 4309689.333533425], [757076.1555189667, 4309687.576833714], [757076.0226189885, 4309685.783634009], [757075.8892190102, 4309684.028534299], [757075.7562190322, 4309682.235434594], [757075.623319054, 4309680.442234889], [757075.6428190516, 4309678.650735183], [757075.5094190734, 4309676.895735472], [757075.52891907, 4309675.104235766], [757075.5485190665, 4309673.312836062], [757033.9659259124, 4309683.114534449], [757038.1104252301, 4309694.596032558], [757046.101123915, 4309716.945828879], [757080.3633182738, 4309707.255030474]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-510-001,Transfer Receiving Parcel,Commercial Floor Area (CFA),6,,5000,,06/22/2020,TRPA-TRF-640,06/10/2020,023-393-003,,TRAN2018-0119,,Non-Sensitive,CSLT,113,SOUTH Y INDUSTRIAL TRACT CP,113,South Y Industrial Tract Cp,,Outside Buffer,158,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/SouthYIndustrialTractCP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-510-001,0.42489809,18508,"{'rings': [[[759288.5311547471, 4310505.801299011], [759272.3368574129, 4310483.87300262], [759273.1934572719, 4310464.570105799], [759250.9128609402, 4310464.07940588], [759247.654461477, 4310536.472593961], [759288.5311547471, 4310505.801299011]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-510-003,Transfer Receiving Parcel,Coverage (hard),6,,2080,,12/11/2019,TRPA-TRF-390,09/12/2019,031-030-032,,TRAN2016-0515,,Non-Sensitive,CSLT,113,SOUTH Y INDUSTRIAL TRACT CP,113,South Y Industrial Tract Cp,,Outside Buffer,158,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/SouthYIndustrialTractCP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-510-003,0.08382408,3651,"{'rings': [[[759276.573356716, 4310388.403118338], [759254.3345603766, 4310387.914318418], [759253.6404604912, 4310403.146315912], [759275.8974568276, 4310403.635915831], [759276.573356716, 4310388.403118338]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-510-003,Transfer Receiving Parcel,Commercial Floor Area (CFA),6,,346,,04/19/2024,TRPA-TRF-2519,02/27/2024,023-374-002,,TRAN2023-1508,TRAN2023-1508,Non-Sensitive,CSLT,113,SOUTH Y INDUSTRIAL TRACT CP,113,South Y Industrial Tract Cp,,Outside Buffer,158,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/SouthYIndustrialTractCP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-510-003,0.08382408,3651,"{'rings': [[[759276.573356716, 4310388.403118338], [759254.3345603766, 4310387.914318418], [759253.6404604912, 4310403.146315912], [759275.8974568276, 4310403.635915831], [759276.573356716, 4310388.403118338]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-510-004,Transfer Receiving Parcel,Commercial Floor Area (CFA),6,,514,,04/19/2024,TRPA-TRF-2520,02/27/2024,023-374-002,,TRAN2023-1508,TRAN2023-1508 ,Non-Sensitive,CSLT,113,SOUTH Y INDUSTRIAL TRACT CP,113,South Y Industrial Tract Cp,,Outside Buffer,158,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/SouthYIndustrialTractCP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-510-004,0.08407686,3662,"{'rings': [[[759277.2493566042, 4310373.170320846], [759255.034160262, 4310372.565320946], [759254.3345603766, 4310387.914318418], [759276.573356716, 4310388.403118338], [759277.2493566042, 4310373.170320846]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-510-005,Transfer Receiving Parcel,Commercial Floor Area (CFA),6,,211,,04/19/2024,TRPA-TRF-2522,02/27/2024,023-374-002,,TRAN2023-1508,TRAN2023-1508,Non-Sensitive,CSLT,113,SOUTH Y INDUSTRIAL TRACT CP,113,South Y Industrial Tract Cp,,Outside Buffer,158,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/SouthYIndustrialTractCP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-510-005,0.61152966,26638,"{'rings': [[[759305.1098520178, 4310330.117227934], [759306.3673518114, 4310301.210332692], [759258.1737597445, 4310299.5756329615], [759255.034160262, 4310372.565320946], [759277.2493566042, 4310373.170320846], [759278.2599564381, 4310350.397324596], [759278.3246564278, 4310349.633624721], [759278.4158564126, 4310348.872624846], [759278.5335563933, 4310348.11542497], [759278.6777563691, 4310347.362625094], [759278.8479563417, 4310346.615425218], [759279.044256309, 4310345.87462534], [759279.2662562728, 4310345.141025459], [759279.5137562314, 4310344.4157255795], [759279.7863561865, 4310343.699425697], [759280.0838561384, 4310342.993125813], [759280.4057560852, 4310342.297625929], [759280.7518560281, 4310341.61372604], [759281.1214559674, 4310340.942426151], [759281.5143559026, 4310340.284326259], [759281.9298558338, 4310339.6405263655], [759282.3677557623, 4310339.011426469], [759282.8272556867, 4310338.398026571], [759283.307855607, 4310337.801026668], [759283.808955525, 4310337.221226765], [759284.3300554389, 4310336.659226857], [759284.8705553496, 4310336.115826946], [759285.4295552578, 4310335.591627032], [759286.0065551633, 4310335.087127116], [759286.6007550647, 4310334.603027195], [759287.2115549641, 4310334.140127271], [759287.8381548617, 4310333.698827345], [759288.4796547554, 4310333.279627413], [759289.135554648, 4310332.883027479], [759289.8047545375, 4310332.50952754], [759290.4865544252, 4310332.159727598], [759291.1803543111, 4310331.83382765], [759291.8849541955, 4310331.5323277], [759292.5996540776, 4310331.255727746], [759293.323553958, 4310331.004127787], [759294.0558538381, 4310330.778027825], [759294.7955537159, 4310330.577627858], [759295.5418535927, 4310330.4030278865], [759296.2937534694, 4310330.254727911], [759297.0503533445, 4310330.13272793], [759297.8107532198, 4310330.037127947], [759298.5740530938, 4310329.968227958], [759299.3393529681, 4310329.925927965], [759300.1055528419, 4310329.910327967], [759301.2228526575, 4310329.935627963], [759305.1098520178, 4310330.117227934]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-510-006,Transfer Receiving Parcel,Commercial Floor Area (CFA),6,,414,,04/19/2024,TRPA-TRF-2521,02/27/2024,023-374-002,,TRAN2023-1508,TRAN2023-1508 ,Non-Sensitive,CSLT,113,SOUTH Y INDUSTRIAL TRACT CP,113,South Y Industrial Tract Cp,,Outside Buffer,158,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/SouthYIndustrialTractCP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-510-006,0.49018539,21352,"{'rings': [[[759349.6174446903, 4310302.677632451], [759306.3673518114, 4310301.210332692], [759305.1098520178, 4310330.117227934], [759305.8746518921, 4310330.167227926], [759306.6372517664, 4310330.243827913], [759307.3966516415, 4310330.347127896], [759308.151951517, 4310330.476827875], [759308.9022513935, 4310330.632727848], [759309.6468512714, 4310330.814727819], [759310.38445115, 4310331.022627784], [759311.1144510293, 4310331.256227747], [759311.8357509105, 4310331.515027704], [759312.5476507936, 4310331.798927657], [759313.2491506776, 4310332.107427606], [759313.9395505646, 4310332.440327551], [759314.6178504527, 4310332.797027493], [759315.283250343, 4310333.17712743], [759315.9350502361, 4310333.5804273635], [759316.5723501313, 4310334.006027294], [759317.1944500282, 4310334.453727219], [759317.8006499289, 4310334.922727143], [759318.3899498321, 4310335.412727062], [759318.9617497372, 4310335.922926977], [759319.5155496467, 4310336.452926891], [759320.0503495587, 4310337.001726801], [759320.5657494739, 4310337.568926707], [759321.0610493915, 4310338.153826611], [759321.5356493136, 4310338.755626511], [759321.9889492393, 4310339.373626409], [759322.4203491686, 4310340.007026305], [759322.8294491004, 4310340.655026199], [759323.2156490376, 4310341.31702609], [759323.5785489772, 4310341.9922259785], [759323.9176489217, 4310342.679425865], [759324.2325488701, 4310343.378225751], [759324.5228488222, 4310344.087425634], [759324.7881487785, 4310344.806425516], [759325.0283487393, 4310345.534325395], [759325.2428487036, 4310346.269925274], [759325.4317486724, 4310347.012825152], [759325.5944486456, 4310347.761725029], [759325.7309486233, 4310348.515824905], [759325.8410486048, 4310349.2742247805], [759325.9245485915, 4310350.036124654], [759325.9815485822, 4310350.800324529], [759326.0117485765, 4310351.566224402], [759326.0152485762, 4310352.332624277], [759325.9953485793, 4310353.025324162], [759325.6833486306, 4310360.056723004], [759346.9993451219, 4310361.002722848], [759349.6174446903, 4310302.677632451]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-510-007,Transfer Receiving Parcel,Coverage (soft),1b,,549,,09/07/2022,TRPA-TRF-2023,08/24/2022,025-081-013,,TRAN2022-0223,TRAN2022-0223,SEZ,CSLT,113,SOUTH Y INDUSTRIAL TRACT CP,113,South Y Industrial Tract Cp,,Outside Buffer,158,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/SouthYIndustrialTractCP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-510-007,0.08037889,3501,"{'rings': [[[759346.33974523, 4310375.69482043], [759346.9993451219, 4310361.002722848], [759325.6833486306, 4310360.056723004], [759325.0073487423, 4310375.289620496], [759346.3159452341, 4310376.235220341], [759346.33974523, 4310375.69482043]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
